[TsDigitalMultiMeterViewer Ver.19.0.0 : Auto save Log-1 [@HID Multimeter] : Date 00:00:00];Geoelectric Helix Radar;Geoelectric Helix Radar
 Elapsed time | Main Value               | Mode  | Date Time
   1:29'36"75 ; DC    ;  67,320 ;     mV ;       ; 00:02:09
   1:29'37"16 ; DC    ;  67,320 ;     mV ;       ; 00:02:09
   1:29'37"57 ; DC    ;  67,310 ;     mV ;       ; 00:02:10
   1:29'37"93 ; DC    ;  67,300 ;     mV ;       ; 00:02:10
   1:29'38"30 ; DC    ;  67,330 ;     mV ;       ; 00:02:10
   1:29'38"66 ; DC    ;  67,350 ;     mV ;       ; 00:02:11
   1:29'39"04 ; DC    ;  67,330 ;     mV ;       ; 00:02:11
   1:29'39"40 ; DC    ;  67,340 ;     mV ;       ; 00:02:12
   1:29'39"77 ; DC    ;  67,320 ;     mV ;       ; 00:02:12
   1:29'40"20 ; DC    ;  67,330 ;     mV ;       ; 00:02:12
   1:29'40"62 ; DC    ;  67,320 ;     mV ;       ; 00:02:13
   1:29'41"05 ; DC    ;  67,350 ;     mV ;       ; 00:02:13
   1:29'41"44 ; DC    ;  67,320 ;     mV ;       ; 00:02:14
   1:29'41"81 ; DC    ;  67,290 ;     mV ;       ; 00:02:14
   1:29'42"20 ; DC    ;  67,310 ;     mV ;       ; 00:02:14
   1:29'42"55 ; DC    ;  67,320 ;     mV ;       ; 00:02:15
   1:29'42"89 ; DC    ;  67,320 ;     mV ;       ; 00:02:15
   1:29'43"23 ; DC    ;  67,320 ;     mV ;       ; 00:02:15
   1:29'43"55 ; DC    ;  67,340 ;     mV ;       ; 00:02:16
   1:29'43"94 ; DC    ;  67,320 ;     mV ;       ; 00:02:16
   1:29'44"27 ; DC    ;  67,350 ;     mV ;       ; 00:02:16
   1:29'44"62 ; DC    ;  67,350 ;     mV ;       ; 00:02:17
   1:29'44"96 ; DC    ;  67,320 ;     mV ;       ; 00:02:17
   1:29'45"30 ; DC    ;  67,330 ;     mV ;       ; 00:02:17
   1:29'45"65 ; DC    ;  67,340 ;     mV ;       ; 00:02:18
   1:29'45"99 ; DC    ;  67,330 ;     mV ;       ; 00:02:18
   1:29'46"34 ; DC    ;  67,330 ;     mV ;       ; 00:02:19
   1:29'46"70 ; DC    ;  67,330 ;     mV ;       ; 00:02:19
   1:29'47"07 ; DC    ;  67,320 ;     mV ;       ; 00:02:19
   1:29'47"46 ; DC    ;  67,330 ;     mV ;       ; 00:02:20
   1:29'47"83 ; DC    ;  67,320 ;     mV ;       ; 00:02:20
   1:29'48"17 ; DC    ;  67,310 ;     mV ;       ; 00:02:20
   1:29'48"51 ; DC    ;  67,290 ;     mV ;       ; 00:02:21
   1:29'48"85 ; DC    ;  67,310 ;     mV ;       ; 00:02:21
   1:29'49"18 ; DC    ;  67,280 ;     mV ;       ; 00:02:21
   1:29'49"51 ; DC    ;  67,290 ;     mV ;       ; 00:02:22
   1:29'49"84 ; DC    ;  67,280 ;     mV ;       ; 00:02:22
   1:29'50"17 ; DC    ;  67,310 ;     mV ;       ; 00:02:22
   1:29'50"51 ; DC    ;  67,300 ;     mV ;       ; 00:02:23
   1:29'50"89 ; DC    ;  67,340 ;     mV ;       ; 00:02:23
   1:29'51"23 ; DC    ;  67,340 ;     mV ;       ; 00:02:23
   1:29'51"55 ; DC    ;  67,330 ;     mV ;       ; 00:02:24
   1:29'51"89 ; DC    ;  67,330 ;     mV ;       ; 00:02:24
   1:29'52"21 ; DC    ;  67,310 ;     mV ;       ; 00:02:24
   1:29'52"54 ; DC    ;  67,340 ;     mV ;       ; 00:02:25
   1:29'52"86 ; DC    ;  67,350 ;     mV ;       ; 00:02:25
   1:29'53"19 ; DC    ;  67,320 ;     mV ;       ; 00:02:25
   1:29'53"55 ; DC    ;  67,350 ;     mV ;       ; 00:02:26
   1:29'53"89 ; DC    ;  67,330 ;     mV ;       ; 00:02:26
   1:29'54"29 ; DC    ;  67,340 ;     mV ;       ; 00:02:26
   1:29'54"70 ; DC    ;  67,340 ;     mV ;       ; 00:02:27
   1:29'55"02 ; DC    ;  67,320 ;     mV ;       ; 00:02:27
   1:29'55"35 ; DC    ;  67,320 ;     mV ;       ; 00:02:28
   1:29'55"69 ; DC    ;  67,350 ;     mV ;       ; 00:02:28
   1:29'56"03 ; DC    ;  67,300 ;     mV ;       ; 00:02:28
   1:29'56"37 ; DC    ;  67,330 ;     mV ;       ; 00:02:29
   1:29'56"70 ; DC    ;  67,320 ;     mV ;       ; 00:02:29
   1:29'57"04 ; DC    ;  67,330 ;     mV ;       ; 00:02:29
   1:29'57"38 ; DC    ;  67,330 ;     mV ;       ; 00:02:30
   1:29'57"82 ; DC    ;  67,350 ;     mV ;       ; 00:02:30
   1:29'58"18 ; DC    ;  67,350 ;     mV ;       ; 00:02:30
   1:29'58"52 ; DC    ;  67,330 ;     mV ;       ; 00:02:31
   1:29'58"86 ; DC    ;  67,330 ;     mV ;       ; 00:02:31
   1:29'59"19 ; DC    ;  67,310 ;     mV ;       ; 00:02:31
   1:29'59"51 ; DC    ;  67,320 ;     mV ;       ; 00:02:32
   1:29'59"84 ; DC    ;  67,310 ;     mV ;       ; 00:02:32
   1:30'00"18 ; DC    ;  67,310 ;     mV ;       ; 00:02:32
   1:30'00"50 ; DC    ;  67,330 ;     mV ;       ; 00:02:33
   1:30'00"86 ; DC    ;  67,330 ;     mV ;       ; 00:02:33
   1:30'01"26 ; DC    ;  67,310 ;     mV ;       ; 00:02:33
   1:30'01"62 ; DC    ;  67,340 ;     mV ;       ; 00:02:34
   1:30'01"96 ; DC    ;  67,300 ;     mV ;       ; 00:02:34
   1:30'02"31 ; DC    ;  67,320 ;     mV ;       ; 00:02:34
   1:30'02"65 ; DC    ;  67,350 ;     mV ;       ; 00:02:35
   1:30'02"99 ; DC    ;  67,330 ;     mV ;       ; 00:02:35
   1:30'03"34 ; DC    ;  67,350 ;     mV ;       ; 00:02:36
   1:30'03"69 ; DC    ;  67,330 ;     mV ;       ; 00:02:36
   1:30'04"07 ; DC    ;  67,350 ;     mV ;       ; 00:02:36
   1:30'04"43 ; DC    ;  67,350 ;     mV ;       ; 00:02:37
   1:30'04"83 ; DC    ;  67,350 ;     mV ;       ; 00:02:37
   1:30'05"17 ; DC    ;  67,330 ;     mV ;       ; 00:02:37
   1:30'05"49 ; DC    ;  67,370 ;     mV ;       ; 00:02:38
   1:30'05"83 ; DC    ;  67,320 ;     mV ;       ; 00:02:38
   1:30'06"17 ; DC    ;  67,360 ;     mV ;       ; 00:02:38
   1:30'06"51 ; DC    ;  67,350 ;     mV ;       ; 00:02:39
   1:30'06"84 ; DC    ;  67,350 ;     mV ;       ; 00:02:39
   1:30'07"20 ; DC    ;  67,340 ;     mV ;       ; 00:02:39
   1:30'07"55 ; DC    ;  67,350 ;     mV ;       ; 00:02:40
   1:30'07"90 ; DC    ;  67,340 ;     mV ;       ; 00:02:40
   1:30'08"27 ; DC    ;  67,360 ;     mV ;       ; 00:02:40
   1:30'08"63 ; DC    ;  67,370 ;     mV ;       ; 00:02:41
   1:30'08"97 ; DC    ;  67,360 ;     mV ;       ; 00:02:41
   1:30'09"31 ; DC    ;  67,350 ;     mV ;       ; 00:02:41
   1:30'09"67 ; DC    ;  67,390 ;     mV ;       ; 00:02:42
   1:30'10"06 ; DC    ;  67,360 ;     mV ;       ; 00:02:42
   1:30'10"40 ; DC    ;  67,370 ;     mV ;       ; 00:02:43
   1:30'10"73 ; DC    ;  67,380 ;     mV ;       ; 00:02:43
   1:30'11"07 ; DC    ;  67,360 ;     mV ;       ; 00:02:43
   1:30'11"44 ; DC    ;  67,380 ;     mV ;       ; 00:02:44
   1:30'11"78 ; DC    ;  67,360 ;     mV ;       ; 00:02:44
   1:30'12"10 ; DC    ;  67,360 ;     mV ;       ; 00:02:44
   1:30'12"43 ; DC    ;  67,390 ;     mV ;       ; 00:02:45
   1:30'12"77 ; DC    ;  67,370 ;     mV ;       ; 00:02:45
   1:30'13"11 ; DC    ;  67,380 ;     mV ;       ; 00:02:45
   1:30'13"43 ; DC    ;  67,390 ;     mV ;       ; 00:02:46
   1:30'13"76 ; DC    ;  67,370 ;     mV ;       ; 00:02:46
   1:30'14"08 ; DC    ;  67,390 ;     mV ;       ; 00:02:46
   1:30'14"42 ; DC    ;  67,370 ;     mV ;       ; 00:02:47
   1:30'14"76 ; DC    ;  67,380 ;     mV ;       ; 00:02:47
   1:30'15"14 ; DC    ;  67,380 ;     mV ;       ; 00:02:47
   1:30'15"46 ; DC    ;  67,380 ;     mV ;       ; 00:02:48
   1:30'15"79 ; DC    ;  67,380 ;     mV ;       ; 00:02:48
   1:30'16"13 ; DC    ;  67,410 ;     mV ;       ; 00:02:48
   1:30'16"47 ; DC    ;  67,370 ;     mV ;       ; 00:02:49
   1:30'16"81 ; DC    ;  67,400 ;     mV ;       ; 00:02:49
   1:30'17"13 ; DC    ;  67,360 ;     mV ;       ; 00:02:49
   1:30'17"47 ; DC    ;  67,350 ;     mV ;       ; 00:02:50
   1:30'17"81 ; DC    ;  67,340 ;     mV ;       ; 00:02:50
   1:30'18"16 ; DC    ;  67,350 ;     mV ;       ; 00:02:50
   1:30'18"56 ; DC    ;  67,340 ;     mV ;       ; 00:02:51
   1:30'18"89 ; DC    ;  67,360 ;     mV ;       ; 00:02:51
   1:30'19"23 ; DC    ;  67,350 ;     mV ;       ; 00:02:51
   1:30'19"56 ; DC    ;  67,360 ;     mV ;       ; 00:02:52
   1:30'19"88 ; DC    ;  67,350 ;     mV ;       ; 00:02:52
   1:30'20"21 ; DC    ;  67,380 ;     mV ;       ; 00:02:52
   1:30'20"53 ; DC    ;  67,350 ;     mV ;       ; 00:02:53
   1:30'20"87 ; DC    ;  67,390 ;     mV ;       ; 00:02:53
   1:30'21"19 ; DC    ;  67,380 ;     mV ;       ; 00:02:53
   1:30'21"53 ; DC    ;  67,380 ;     mV ;       ; 00:02:54
   1:30'21"91 ; DC    ;  67,350 ;     mV ;       ; 00:02:54
   1:30'22"26 ; DC    ;  67,380 ;     mV ;       ; 00:02:54
   1:30'22"60 ; DC    ;  67,350 ;     mV ;       ; 00:02:55
   1:30'22"93 ; DC    ;  67,370 ;     mV ;       ; 00:02:55
   1:30'23"26 ; DC    ;  67,380 ;     mV ;       ; 00:02:55
   1:30'23"59 ; DC    ;  67,340 ;     mV ;       ; 00:02:56
   1:30'23"91 ; DC    ;  67,360 ;     mV ;       ; 00:02:56
   1:30'24"24 ; DC    ;  67,340 ;     mV ;       ; 00:02:56
   1:30'24"58 ; DC    ;  67,350 ;     mV ;       ; 00:02:57
   1:30'24"92 ; DC    ;  67,330 ;     mV ;       ; 00:02:57
   1:30'25"32 ; DC    ;  67,350 ;     mV ;       ; 00:02:57
   1:30'25"65 ; DC    ;  67,360 ;     mV ;       ; 00:02:58
   1:30'25"99 ; DC    ;  67,350 ;     mV ;       ; 00:02:58
   1:30'26"32 ; DC    ;  67,360 ;     mV ;       ; 00:02:58
   1:30'26"64 ; DC    ;  67,370 ;     mV ;       ; 00:02:59
   1:30'26"99 ; DC    ;  67,380 ;     mV ;       ; 00:02:59
   1:30'27"35 ; DC    ;  67,380 ;     mV ;       ; 00:03:00
   1:30'27"69 ; DC    ;  67,380 ;     mV ;       ; 00:03:00
   1:30'28"03 ; DC    ;  67,390 ;     mV ;       ; 00:03:00
   1:30'28"38 ; DC    ;  67,400 ;     mV ;       ; 00:03:01
   1:30'28"80 ; DC    ;  67,360 ;     mV ;       ; 00:03:01
   1:30'29"18 ; DC    ;  67,400 ;     mV ;       ; 00:03:01
   1:30'29"52 ; DC    ;  67,390 ;     mV ;       ; 00:03:02
   1:30'29"86 ; DC    ;  67,420 ;     mV ;       ; 00:03:02
   1:30'30"20 ; DC    ;  67,450 ;     mV ;       ; 00:03:02
   1:30'30"53 ; DC    ;  67,420 ;     mV ;       ; 00:03:03
   1:30'30"87 ; DC    ;  67,470 ;     mV ;       ; 00:03:03
   1:30'31"22 ; DC    ;  67,440 ;     mV ;       ; 00:03:03
   1:30'31"56 ; DC    ;  67,470 ;     mV ;       ; 00:03:04
   1:30'31"90 ; DC    ;  67,430 ;     mV ;       ; 00:03:04
   1:30'32"32 ; DC    ;  67,440 ;     mV ;       ; 00:03:04
   1:30'32"67 ; DC    ;  67,430 ;     mV ;       ; 00:03:05
   1:30'33"01 ; DC    ;  67,400 ;     mV ;       ; 00:03:05
   1:30'33"36 ; DC    ;  67,410 ;     mV ;       ; 00:03:06
   1:30'33"70 ; DC    ;  67,410 ;     mV ;       ; 00:03:06
   1:30'34"08 ; DC    ;  67,390 ;     mV ;       ; 00:03:06
   1:30'34"43 ; DC    ;  67,350 ;     mV ;       ; 00:03:07
   1:30'34"89 ; DC    ;  67,380 ;     mV ;       ; 00:03:07
   1:30'35"23 ; DC    ;  67,350 ;     mV ;       ; 00:03:07
   1:30'35"60 ; DC    ;  67,380 ;     mV ;       ; 00:03:08
   1:30'36"03 ; DC    ;  67,390 ;     mV ;       ; 00:03:08
   1:30'36"44 ; DC    ;  67,360 ;     mV ;       ; 00:03:09
   1:30'36"79 ; DC    ;  67,360 ;     mV ;       ; 00:03:09
   1:30'37"12 ; DC    ;  67,360 ;     mV ;       ; 00:03:09
   1:30'37"46 ; DC    ;  67,390 ;     mV ;       ; 00:03:10
   1:30'37"85 ; DC    ;  67,380 ;     mV ;       ; 00:03:10
   1:30'38"23 ; DC    ;  67,380 ;     mV ;       ; 00:03:10
   1:30'38"57 ; DC    ;  67,390 ;     mV ;       ; 00:03:11
   1:30'38"90 ; DC    ;  67,380 ;     mV ;       ; 00:03:11
   1:30'39"24 ; DC    ;  67,330 ;     mV ;       ; 00:03:11
   1:30'39"58 ; DC    ;  67,360 ;     mV ;       ; 00:03:12
   1:30'39"90 ; DC    ;  67,340 ;     mV ;       ; 00:03:12
   1:30'40"22 ; DC    ;  67,360 ;     mV ;       ; 00:03:12
   1:30'40"56 ; DC    ;  67,340 ;     mV ;       ; 00:03:13
   1:30'40"89 ; DC    ;  67,350 ;     mV ;       ; 00:03:13
   1:30'41"23 ; DC    ;  67,350 ;     mV ;       ; 00:03:13
   1:30'41"56 ; DC    ;  67,360 ;     mV ;       ; 00:03:14
   1:30'41"88 ; DC    ;  67,340 ;     mV ;       ; 00:03:14
   1:30'42"21 ; DC    ;  67,360 ;     mV ;       ; 00:03:14
   1:30'42"56 ; DC    ;  67,350 ;     mV ;       ; 00:03:15
   1:30'42"92 ; DC    ;  67,380 ;     mV ;       ; 00:03:15
   1:30'43"26 ; DC    ;  67,370 ;     mV ;       ; 00:03:15
   1:30'43"66 ; DC    ;  67,380 ;     mV ;       ; 00:03:16
   1:30'44"00 ; DC    ;  67,380 ;     mV ;       ; 00:03:16
   1:30'44"33 ; DC    ;  67,380 ;     mV ;       ; 00:03:16
   1:30'44"67 ; DC    ;  67,350 ;     mV ;       ; 00:03:17
   1:30'44"99 ; DC    ;  67,370 ;     mV ;       ; 00:03:17
   1:30'45"32 ; DC    ;  67,340 ;     mV ;       ; 00:03:17
   1:30'45"65 ; DC    ;  67,370 ;     mV ;       ; 00:03:18
   1:30'46"00 ; DC    ;  67,360 ;     mV ;       ; 00:03:18
   1:30'46"34 ; DC    ;  67,380 ;     mV ;       ; 00:03:19
   1:30'46"69 ; DC    ;  67,360 ;     mV ;       ; 00:03:19
   1:30'47"05 ; DC    ;  67,380 ;     mV ;       ; 00:03:19
   1:30'47"42 ; DC    ;  67,360 ;     mV ;       ; 00:03:20
   1:30'47"78 ; DC    ;  67,400 ;     mV ;       ; 00:03:20
   1:30'48"10 ; DC    ;  67,390 ;     mV ;       ; 00:03:20
   1:30'48"43 ; DC    ;  67,400 ;     mV ;       ; 00:03:21
   1:30'48"77 ; DC    ;  67,400 ;     mV ;       ; 00:03:21
   1:30'49"11 ; DC    ;  67,380 ;     mV ;       ; 00:03:21
   1:30'49"43 ; DC    ;  67,410 ;     mV ;       ; 00:03:22
   1:30'49"76 ; DC    ;  67,410 ;     mV ;       ; 00:03:22
   1:30'50"10 ; DC    ;  67,410 ;     mV ;       ; 00:03:22
   1:30'50"44 ; DC    ;  67,430 ;     mV ;       ; 00:03:23
   1:30'50"78 ; DC    ;  67,400 ;     mV ;       ; 00:03:23
   1:30'51"12 ; DC    ;  67,420 ;     mV ;       ; 00:03:23
   1:30'51"53 ; DC    ;  67,420 ;     mV ;       ; 00:03:24
   1:30'51"91 ; DC    ;  67,380 ;     mV ;       ; 00:03:24
   1:30'52"25 ; DC    ;  67,410 ;     mV ;       ; 00:03:24
   1:30'52"59 ; DC    ;  67,380 ;     mV ;       ; 00:03:25
   1:30'52"93 ; DC    ;  67,400 ;     mV ;       ; 00:03:25
   1:30'53"27 ; DC    ;  67,380 ;     mV ;       ; 00:03:25
   1:30'53"60 ; DC    ;  67,360 ;     mV ;       ; 00:03:26
   1:30'53"96 ; DC    ;  67,380 ;     mV ;       ; 00:03:26
   1:30'54"30 ; DC    ;  67,400 ;     mV ;       ; 00:03:26
   1:30'54"62 ; DC    ;  67,380 ;     mV ;       ; 00:03:27
   1:30'54"95 ; DC    ;  67,360 ;     mV ;       ; 00:03:27
   1:30'55"27 ; DC    ;  67,370 ;     mV ;       ; 00:03:27
   1:30'55"61 ; DC    ;  67,380 ;     mV ;       ; 00:03:28
   1:30'55"95 ; DC    ;  67,360 ;     mV ;       ; 00:03:28
   1:30'56"29 ; DC    ;  67,380 ;     mV ;       ; 00:03:28
   1:30'56"62 ; DC    ;  67,390 ;     mV ;       ; 00:03:29
   1:30'56"95 ; DC    ;  67,370 ;     mV ;       ; 00:03:29
   1:30'57"28 ; DC    ;  67,390 ;     mV ;       ; 00:03:29
   1:30'57"62 ; DC    ;  67,360 ;     mV ;       ; 00:03:30
   1:30'57"96 ; DC    ;  67,410 ;     mV ;       ; 00:03:30
   1:30'58"30 ; DC    ;  67,380 ;     mV ;       ; 00:03:30
   1:30'58"63 ; DC    ;  67,360 ;     mV ;       ; 00:03:31
   1:30'58"97 ; DC    ;  67,410 ;     mV ;       ; 00:03:31
   1:30'59"31 ; DC    ;  67,400 ;     mV ;       ; 00:03:31
   1:30'59"66 ; DC    ;  67,410 ;     mV ;       ; 00:03:32
   1:30'59"99 ; DC    ;  67,400 ;     mV ;       ; 00:03:32
   1:31'00"32 ; DC    ;  67,440 ;     mV ;       ; 00:03:32
   1:31'00"65 ; DC    ;  67,410 ;     mV ;       ; 00:03:33
   1:31'00"99 ; DC    ;  67,430 ;     mV ;       ; 00:03:33
   1:31'01"33 ; DC    ;  67,410 ;     mV ;       ; 00:03:33
   1:31'01"65 ; DC    ;  67,420 ;     mV ;       ; 00:03:34
   1:31'01"99 ; DC    ;  67,410 ;     mV ;       ; 00:03:34
   1:31'02"32 ; DC    ;  67,410 ;     mV ;       ; 00:03:34
   1:31'02"66 ; DC    ;  67,400 ;     mV ;       ; 00:03:35
   1:31'02"99 ; DC    ;  67,430 ;     mV ;       ; 00:03:35
   1:31'03"34 ; DC    ;  67,410 ;     mV ;       ; 00:03:36
   1:31'03"68 ; DC    ;  67,430 ;     mV ;       ; 00:03:36
   1:31'04"03 ; DC    ;  67,390 ;     mV ;       ; 00:03:36
   1:31'04"37 ; DC    ;  67,440 ;     mV ;       ; 00:03:37
   1:31'04"71 ; DC    ;  67,430 ;     mV ;       ; 00:03:37
   1:31'05"14 ; DC    ;  67,440 ;     mV ;       ; 00:03:37
   1:31'05"50 ; DC    ;  67,420 ;     mV ;       ; 00:03:38
   1:31'05"82 ; DC    ;  67,430 ;     mV ;       ; 00:03:38
   1:31'06"16 ; DC    ;  67,430 ;     mV ;       ; 00:03:38
   1:31'06"49 ; DC    ;  67,400 ;     mV ;       ; 00:03:39
   1:31'06"88 ; DC    ;  67,430 ;     mV ;       ; 00:03:39
   1:31'07"23 ; DC    ;  67,430 ;     mV ;       ; 00:03:39
   1:31'07"58 ; DC    ;  67,450 ;     mV ;       ; 00:03:40
   1:31'07"92 ; DC    ;  67,460 ;     mV ;       ; 00:03:40
   1:31'08"26 ; DC    ;  67,470 ;     mV ;       ; 00:03:40
   1:31'08"58 ; DC    ;  67,430 ;     mV ;       ; 00:03:41
   1:31'08"91 ; DC    ;  67,460 ;     mV ;       ; 00:03:41
   1:31'09"24 ; DC    ;  67,450 ;     mV ;       ; 00:03:41
   1:31'09"60 ; DC    ;  67,450 ;     mV ;       ; 00:03:42
   1:31'09"93 ; DC    ;  67,440 ;     mV ;       ; 00:03:42
   1:31'10"28 ; DC    ;  67,430 ;     mV ;       ; 00:03:42
   1:31'10"62 ; DC    ;  67,460 ;     mV ;       ; 00:03:43
   1:31'10"96 ; DC    ;  67,430 ;     mV ;       ; 00:03:43
   1:31'11"30 ; DC    ;  67,430 ;     mV ;       ; 00:03:43
   1:31'11"71 ; DC    ;  67,470 ;     mV ;       ; 00:03:44
   1:31'12"11 ; DC    ;  67,450 ;     mV ;       ; 00:03:44
   1:31'12"53 ; DC    ;  67,460 ;     mV ;       ; 00:03:45
   1:31'12"90 ; DC    ;  67,440 ;     mV ;       ; 00:03:45
   1:31'13"25 ; DC    ;  67,460 ;     mV ;       ; 00:03:45
   1:31'13"57 ; DC    ;  67,440 ;     mV ;       ; 00:03:46
   1:31'13"95 ; DC    ;  67,460 ;     mV ;       ; 00:03:46
   1:31'14"30 ; DC    ;  67,460 ;     mV ;       ; 00:03:46
   1:31'14"62 ; DC    ;  67,460 ;     mV ;       ; 00:03:47
   1:31'14"95 ; DC    ;  67,470 ;     mV ;       ; 00:03:47
   1:31'15"33 ; DC    ;  67,470 ;     mV ;       ; 00:03:47
   1:31'15"70 ; DC    ;  67,450 ;     mV ;       ; 00:03:48
   1:31'16"05 ; DC    ;  67,460 ;     mV ;       ; 00:03:48
   1:31'16"39 ; DC    ;  67,460 ;     mV ;       ; 00:03:49
   1:31'16"73 ; DC    ;  67,450 ;     mV ;       ; 00:03:49
   1:31'17"06 ; DC    ;  67,460 ;     mV ;       ; 00:03:49
   1:31'17"38 ; DC    ;  67,450 ;     mV ;       ; 00:03:50
   1:31'17"71 ; DC    ;  67,470 ;     mV ;       ; 00:03:50
   1:31'18"04 ; DC    ;  67,460 ;     mV ;       ; 00:03:50
   1:31'18"38 ; DC    ;  67,480 ;     mV ;       ; 00:03:51
   1:31'18"74 ; DC    ;  67,490 ;     mV ;       ; 00:03:51
   1:31'19"13 ; DC    ;  67,460 ;     mV ;       ; 00:03:51
   1:31'19"53 ; DC    ;  67,480 ;     mV ;       ; 00:03:52
   1:31'19"88 ; DC    ;  67,490 ;     mV ;       ; 00:03:52
   1:31'20"19 ; DC    ;  67,470 ;     mV ;       ; 00:03:52
   1:31'20"53 ; DC    ;  67,450 ;     mV ;       ; 00:03:53
   1:31'20"88 ; DC    ;  67,460 ;     mV ;       ; 00:03:53
   1:31'21"20 ; DC    ;  67,450 ;     mV ;       ; 00:03:53
   1:31'21"53 ; DC    ;  67,470 ;     mV ;       ; 00:03:54
   1:31'21"85 ; DC    ;  67,460 ;     mV ;       ; 00:03:54
   1:31'22"18 ; DC    ;  67,460 ;     mV ;       ; 00:03:54
   1:31'22"56 ; DC    ;  67,470 ;     mV ;       ; 00:03:55
   1:31'22"90 ; DC    ;  67,450 ;     mV ;       ; 00:03:55
   1:31'23"25 ; DC    ;  67,470 ;     mV ;       ; 00:03:55
   1:31'23"57 ; DC    ;  67,470 ;     mV ;       ; 00:03:56
   1:31'23"91 ; DC    ;  67,460 ;     mV ;       ; 00:03:56
   1:31'24"25 ; DC    ;  67,460 ;     mV ;       ; 00:03:56
   1:31'24"59 ; DC    ;  67,450 ;     mV ;       ; 00:03:57
   1:31'24"91 ; DC    ;  67,470 ;     mV ;       ; 00:03:57
   1:31'25"24 ; DC    ;  67,440 ;     mV ;       ; 00:03:57
   1:31'25"58 ; DC    ;  67,470 ;     mV ;       ; 00:03:58
   1:31'25"99 ; DC    ;  67,440 ;     mV ;       ; 00:03:58
   1:31'26"35 ; DC    ;  67,460 ;     mV ;       ; 00:03:59
   1:31'26"69 ; DC    ;  67,450 ;     mV ;       ; 00:03:59
   1:31'27"02 ; DC    ;  67,470 ;     mV ;       ; 00:03:59
   1:31'27"36 ; DC    ;  67,480 ;     mV ;       ; 00:04:00
   1:31'27"70 ; DC    ;  67,460 ;     mV ;       ; 00:04:00
   1:31'28"04 ; DC    ;  67,480 ;     mV ;       ; 00:04:00
   1:31'28"37 ; DC    ;  67,480 ;     mV ;       ; 00:04:01
   1:31'28"69 ; DC    ;  67,460 ;     mV ;       ; 00:04:01
   1:31'29"03 ; DC    ;  67,500 ;     mV ;       ; 00:04:01
   1:31'29"38 ; DC    ;  67,500 ;     mV ;       ; 00:04:02
   1:31'29"77 ; DC    ;  67,480 ;     mV ;       ; 00:04:02
   1:31'30"13 ; DC    ;  67,490 ;     mV ;       ; 00:04:02
   1:31'30"48 ; DC    ;  67,500 ;     mV ;       ; 00:04:03
   1:31'30"80 ; DC    ;  67,470 ;     mV ;       ; 00:04:03
   1:31'31"14 ; DC    ;  67,470 ;     mV ;       ; 00:04:03
   1:31'31"48 ; DC    ;  67,430 ;     mV ;       ; 00:04:04
   1:31'31"81 ; DC    ;  67,440 ;     mV ;       ; 00:04:04
   1:31'32"13 ; DC    ;  67,420 ;     mV ;       ; 00:04:04
   1:31'32"47 ; DC    ;  67,450 ;     mV ;       ; 00:04:05
   1:31'32"81 ; DC    ;  67,420 ;     mV ;       ; 00:04:05
   1:31'33"22 ; DC    ;  67,430 ;     mV ;       ; 00:04:05
   1:31'33"55 ; DC    ;  67,440 ;     mV ;       ; 00:04:06
   1:31'33"89 ; DC    ;  67,430 ;     mV ;       ; 00:04:06
   1:31'34"23 ; DC    ;  67,450 ;     mV ;       ; 00:04:06
   1:31'34"56 ; DC    ;  67,450 ;     mV ;       ; 00:04:07
   1:31'34"90 ; DC    ;  67,440 ;     mV ;       ; 00:04:07
   1:31'35"22 ; DC    ;  67,470 ;     mV ;       ; 00:04:07
   1:31'35"57 ; DC    ;  67,450 ;     mV ;       ; 00:04:08
   1:31'35"91 ; DC    ;  67,440 ;     mV ;       ; 00:04:08
   1:31'36"25 ; DC    ;  67,450 ;     mV ;       ; 00:04:08
   1:31'36"64 ; DC    ;  67,460 ;     mV ;       ; 00:04:09
   1:31'37"02 ; DC    ;  67,430 ;     mV ;       ; 00:04:09
   1:31'37"36 ; DC    ;  67,420 ;     mV ;       ; 00:04:10
   1:31'37"70 ; DC    ;  67,440 ;     mV ;       ; 00:04:10
   1:31'38"03 ; DC    ;  67,440 ;     mV ;       ; 00:04:10
   1:31'38"35 ; DC    ;  67,450 ;     mV ;       ; 00:04:11
   1:31'38"68 ; DC    ;  67,460 ;     mV ;       ; 00:04:11
   1:31'39"00 ; DC    ;  67,440 ;     mV ;       ; 00:04:11
   1:31'39"33 ; DC    ;  67,480 ;     mV ;       ; 00:04:11
   1:31'39"68 ; DC    ;  67,440 ;     mV ;       ; 00:04:12
   1:31'40"02 ; DC    ;  67,480 ;     mV ;       ; 00:04:12
   1:31'40"43 ; DC    ;  67,480 ;     mV ;       ; 00:04:13
   1:31'40"79 ; DC    ;  67,440 ;     mV ;       ; 00:04:13
   1:31'41"14 ; DC    ;  67,460 ;     mV ;       ; 00:04:13
   1:31'41"47 ; DC    ;  67,430 ;     mV ;       ; 00:04:14
   1:31'41"81 ; DC    ;  67,440 ;     mV ;       ; 00:04:14
   1:31'42"13 ; DC    ;  67,450 ;     mV ;       ; 00:04:14
   1:31'42"46 ; DC    ;  67,450 ;     mV ;       ; 00:04:15
   1:31'42"79 ; DC    ;  67,420 ;     mV ;       ; 00:04:15
   1:31'43"13 ; DC    ;  67,450 ;     mV ;       ; 00:04:15
